checkpoint_mode,target_family,target,parameter_group,parameter_group_base,parameter_tensor_count,requires_grad_tensor_count,classification,connected_tensor_count,unused_tensor_count,finite_gradient_tensor_count,nonzero_gradient_tensor_count,gradient_l1_norm,gradient_l2_norm,maximum_absolute_gradient
frame_local_only,candidate,candidate/10000000000000/counterfactual_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,7289.94091796875,59.72108459472656,16.102466583251953
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2275.3388671875,16.533489227294922,3.3085317611694336
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,201.27993774414062,2.3770670890808105,0.29763057827949524
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,504.79217529296875,8.533429145812988,2.2808008193969727
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,1,0.4435696601867676,0.4435696601867676,0.4435696601867676
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,3647.2646484375,37.910850524902344,16.998125076293945
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,4000.7353515625,31.725271224975586,8.663393020629883
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,5765.91650390625,47.428768157958984,13.584192276000977
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1808.4930419921875,12.87911319732666,2.356633186340332
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,199.64088439941406,2.316485643386841,0.26771411299705505
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,8,485.45892333984375,8.28003215789795,2.2808008193969727
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_support_minus_refute,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2626.69482421875,27.294754028320312,12.271443367004395
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2752.98828125,21.787458419799805,5.874924659729004
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_support_minus_refute,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1754.2451171875,13.815997123718262,2.5182738304138184
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,602.175537109375,4.580821990966797,0.951898455619812
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,68.31782531738281,0.7944191098213196,0.09687527269124985
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,149.7294464111328,2.252500534057617,0.5161176919937134
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,1,0.4435696601867676,0.4435696601867676,0.4435696601867676
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_refute_minus_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1021.1630249023438,10.620010375976562,4.726680755615234
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,1249.3056640625,9.955804824829102,2.7884695529937744
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_refute_minus_not_entitled,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,7994.52734375,66.48145294189453,14.165367126464844
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2553.06396484375,19.82843780517578,4.615986347198486
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_NONZERO,6,0,6,6,224.8079376220703,2.669903516769409,0.3519381284713745
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:polarity_branch,polarity_branch,8,8,CONNECTED_NONZERO,8,0,8,6,553.8059692382812,9.201951026916504,2.435269832611084
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_NONZERO,2,0,2,2,2.827406883239746,2.1643941402435303,2.0
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,direction,direction/10000000000000/delta_top1_runner_up_margin,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2821.6279296875,28.82639503479004,13.483245849609375
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_NONZERO,10,0,10,10,2392.975830078125,18.410629272460938,4.969223499298096
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,direction,direction/10000000000000/delta_top1_runner_up_margin,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_support,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
frame_local_only,order,order/00100000000000-01000000000000/delta_score_support,frame_local_only:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:frozen_backbone,frozen_backbone,242,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:frame_branch,frame_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:predicate_branch,predicate_branch,10,10,CONNECTED_ZERO_AT_OBSERVED_BATCH,10,0,10,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:sufficiency_branch,sufficiency_branch,6,6,CONNECTED_ZERO_AT_OBSERVED_BATCH,6,0,6,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:polarity_branch,polarity_branch,8,8,CONNECTED_ZERO_AT_OBSERVED_BATCH,8,0,8,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:entitlement_or_decision_branch,entitlement_or_decision_branch,2,2,CONNECTED_ZERO_AT_OBSERVED_BATCH,2,0,2,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:final_composer,final_composer,2,2,DISCONNECTED,0,2,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:router_or_selector,router_or_selector,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
joint,order,order/00100000000000-01000000000000/delta_score_not_entitled,joint:other_trainable,other_trainable,0,0,DISCONNECTED,0,0,0,0,0.0,0.0,0.0
