schema_version,source_pair_id,endpoint,estimand,contrast_value
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_173,POST4_SPEED,DELTA_TITLE,0.5132824182510376
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_174,POST4_SPEED,DELTA_TITLE,0.17441225051879883
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_175,POST4_SPEED,DELTA_TITLE,-0.30510056018829346
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_176,POST4_SPEED,DELTA_TITLE,0.11585831642150879
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_177,POST4_SPEED,DELTA_TITLE,-0.23302781581878662
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_178,POST4_SPEED,DELTA_TITLE,-0.24095845222473145
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_179,POST4_SPEED,DELTA_TITLE,0.6327790021896362
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_180,POST4_SPEED,DELTA_TITLE,0.2002544403076172
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_181,POST4_SPEED,DELTA_TITLE,-0.43320322036743164
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_182,POST4_SPEED,DELTA_TITLE,0.0643233060836792
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_183,POST4_SPEED,DELTA_TITLE,0.16172146797180176
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_184,POST4_SPEED,DELTA_TITLE,-0.3655726909637451
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_185,POST4_SPEED,DELTA_TITLE,0.5242782831192017
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_186,POST4_SPEED,DELTA_TITLE,0.17292308807373047
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_187,POST4_SPEED,DELTA_TITLE,-0.30797648429870605
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_188,POST4_SPEED,DELTA_TITLE,0.10491025447845459
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_189,POST4_SPEED,DELTA_TITLE,-0.2105177640914917
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_190,POST4_SPEED,DELTA_TITLE,-0.2401977777481079
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_191,POST4_SPEED,DELTA_TITLE,0.6221146583557129
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_192,POST4_SPEED,DELTA_TITLE,0.1978600025177002
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_193,POST4_SPEED,DELTA_TITLE,-0.44682908058166504
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_194,POST4_SPEED,DELTA_TITLE,0.044260382652282715
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_195,POST4_SPEED,DELTA_TITLE,0.15839648246765137
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_196,POST4_SPEED,DELTA_TITLE,-0.36447787284851074
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_197,POST4_SPEED,DELTA_TITLE,0.5090681314468384
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_198,POST4_SPEED,DELTA_TITLE,0.18844389915466309
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_199,POST4_SPEED,DELTA_TITLE,-0.30521273612976074
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_200,POST4_SPEED,DELTA_TITLE,0.11308348178863525
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_201,POST4_SPEED,DELTA_TITLE,-0.22192442417144775
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_202,POST4_SPEED,DELTA_TITLE,-0.2402263879776001
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_203,POST4_SPEED,DELTA_TITLE,0.631148099899292
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_204,POST4_SPEED,DELTA_TITLE,0.17901575565338135
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_205,POST4_SPEED,DELTA_TITLE,-0.43398070335388184
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_206,POST4_SPEED,DELTA_TITLE,0.037531137466430664
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_207,POST4_SPEED,DELTA_TITLE,0.16539490222930908
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_208,POST4_SPEED,DELTA_TITLE,-0.36488139629364014
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_209,POST4_SPEED,DELTA_TITLE,0.5150177478790283
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_210,POST4_SPEED,DELTA_TITLE,0.1856452226638794
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_211,POST4_SPEED,DELTA_TITLE,-0.30687177181243896
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_212,POST4_SPEED,DELTA_TITLE,0.09452176094055176
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_213,POST4_SPEED,DELTA_TITLE,-0.2251683473587036
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_214,POST4_SPEED,DELTA_TITLE,-0.23966383934020996
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_215,POST4_SPEED,DELTA_TITLE,0.6167973279953003
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_216,POST4_SPEED,DELTA_TITLE,0.17968487739562988
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_217,POST4_SPEED,DELTA_TITLE,-0.438845157623291
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_218,POST4_SPEED,DELTA_TITLE,0.06791830062866211
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_219,POST4_SPEED,DELTA_TITLE,0.1393831968307495
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_220,POST4_SPEED,DELTA_TITLE,-0.3624989986419678
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_221,POST4_SPEED,DELTA_TITLE,0.5179443359375
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_222,POST4_SPEED,DELTA_TITLE,0.20265793800354004
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_223,POST4_SPEED,DELTA_TITLE,-0.30375587940216064
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_224,POST4_SPEED,DELTA_TITLE,0.10926532745361328
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_225,POST4_SPEED,DELTA_TITLE,-0.21922194957733154
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_226,POST4_SPEED,DELTA_TITLE,-0.24392449855804443
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_227,POST4_SPEED,DELTA_TITLE,0.6326432228088379
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_228,POST4_SPEED,DELTA_TITLE,0.17861497402191162
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_229,POST4_SPEED,DELTA_TITLE,-0.43789100646972656
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_230,POST4_SPEED,DELTA_TITLE,0.0585780143737793
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_231,POST4_SPEED,DELTA_TITLE,0.15921568870544434
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_232,POST4_SPEED,DELTA_TITLE,-0.3660656213760376
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_233,POST4_SPEED,DELTA_TITLE,0.5265580415725708
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_234,POST4_SPEED,DELTA_TITLE,0.19950973987579346
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_235,POST4_SPEED,DELTA_TITLE,-0.3209651708602905
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_236,POST4_SPEED,DELTA_TITLE,0.09100759029388428
gen4_native_mamba_phase_f_pair_level_contrasts_v1,generated_fact_237,POST4_SPEED,DELTA_TITLE,-0.20631861686706543
