scope,intervention_type,metric,mean,std,n,formatted
within_intervention,evidence_truncation,spearman_predicate_coverage_prob__polarity_margin,-0.04795776604612392,0.20110474015303392,3,-0.0480 +/- 0.2011
within_intervention,evidence_truncation,spearman_predicate_coverage_prob__sufficiency_prob,0.23512086690747427,0.2915745341374448,3,0.2351 +/- 0.2916
within_intervention,evidence_truncation,spearman_sufficiency_prob__entitlement_prob,0.9811243864036306,0.02932897409730382,3,0.9811 +/- 0.0293
within_intervention,evidence_truncation,spearman_sufficiency_prob__polarity_margin,-0.47978142076502733,0.20828862035451037,3,-0.4798 +/- 0.2083
within_intervention,irrelevant_evidence,n,60.0,0.0,3,60.0000 +/- 0.0000
within_intervention,irrelevant_evidence,pearson_entitlement_prob__polarity_margin,0.41574935451688605,0.30553980392132307,3,0.4157 +/- 0.3055
within_intervention,irrelevant_evidence,pearson_frame_prob__entitlement_prob,-0.14451984656918745,0.3391530624064626,3,-0.1445 +/- 0.3392
within_intervention,irrelevant_evidence,pearson_frame_prob__polarity_margin,-0.4889548824437475,0.2826814611515073,3,-0.4890 +/- 0.2827
within_intervention,irrelevant_evidence,pearson_frame_prob__predicate_coverage_prob,-0.11391983975048751,0.32676833966894403,3,-0.1139 +/- 0.3268
within_intervention,irrelevant_evidence,pearson_frame_prob__sufficiency_prob,-0.6195111167341741,0.1731327831380864,3,-0.6195 +/- 0.1731
within_intervention,irrelevant_evidence,pearson_max_abs_off_diagonal,0.8320688657869059,0.14727457346651746,3,0.8321 +/- 0.1473
within_intervention,irrelevant_evidence,pearson_mean_abs_off_diagonal,0.45057325456039327,0.13191758035692203,3,0.4506 +/- 0.1319
within_intervention,irrelevant_evidence,pearson_predicate_coverage_prob__entitlement_prob,0.06716125370374394,0.5501106857731819,3,0.0672 +/- 0.5501
within_intervention,irrelevant_evidence,pearson_predicate_coverage_prob__polarity_margin,-0.31134514701303306,0.46015029154931425,3,-0.3113 +/- 0.4602
within_intervention,irrelevant_evidence,pearson_predicate_coverage_prob__sufficiency_prob,-0.16898945937876575,0.36506366887756986,3,-0.1690 +/- 0.3651
within_intervention,irrelevant_evidence,pearson_sufficiency_prob__entitlement_prob,0.7533935462064525,0.17652465277705948,3,0.7534 +/- 0.1765
within_intervention,irrelevant_evidence,pearson_sufficiency_prob__polarity_margin,0.6145286954312695,0.3970572590799234,3,0.6145 +/- 0.3971
within_intervention,irrelevant_evidence,spearman_entitlement_prob__polarity_margin,0.4970639992590535,0.2716086811479273,3,0.4971 +/- 0.2716
within_intervention,irrelevant_evidence,spearman_frame_prob__entitlement_prob,-0.12983236084097435,0.38675850353755936,3,-0.1298 +/- 0.3868
within_intervention,irrelevant_evidence,spearman_frame_prob__polarity_margin,-0.4523478744095582,0.33379176006190114,3,-0.4523 +/- 0.3338
within_intervention,irrelevant_evidence,spearman_frame_prob__predicate_coverage_prob,-0.1509122904510512,0.4154623730757743,3,-0.1509 +/- 0.4155
within_intervention,irrelevant_evidence,spearman_frame_prob__sufficiency_prob,-0.6353061035472817,0.3207664343914465,3,-0.6353 +/- 0.3208
within_intervention,irrelevant_evidence,spearman_max_abs_off_diagonal,0.8486060942854495,0.12801270226568376,3,0.8486 +/- 0.1280
within_intervention,irrelevant_evidence,spearman_mean_abs_off_diagonal,0.4968528294896731,0.158875516527926,3,0.4969 +/- 0.1589
within_intervention,irrelevant_evidence,spearman_predicate_coverage_prob__entitlement_prob,-0.12210799296100767,0.6206223446627418,3,-0.1221 +/- 0.6206
within_intervention,irrelevant_evidence,spearman_predicate_coverage_prob__polarity_margin,-0.24230804853199964,0.5196700812395507,3,-0.2423 +/- 0.5197
