row_type,intervention_type,target,score,metric,mean,std,n,formatted,state_summary
opportunity,location_swap,not_applicable,not_applicable,not_entitled_recall,0.9222222222222222,0.034694433324435545,3,0.9222 +/- 0.0347,not_applicable
opportunity,location_swap,not_applicable,not_applicable,opportunity_rate,0.07777777777777778,0.034694433324435545,3,0.0778 +/- 0.0347,not_applicable
opportunity,location_swap,not_applicable,not_applicable,pred_NOT_ENTITLED,55.333333333333336,2.0816659994661326,3,55.3333 +/- 2.0817,not_applicable
opportunity,location_swap,not_applicable,not_applicable,pred_REFUTE,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,location_swap,not_applicable,not_applicable,pred_SUPPORT,4.666666666666667,2.0816659994661326,3,4.6667 +/- 2.0817,not_applicable
opportunity,none,not_applicable,not_applicable,classifier_entitled,60.0,0.0,3,60.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,classifier_error,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,entitled_accuracy,1.0,0.0,3,1.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,false_entitled,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,false_entitled_rate,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,false_refute,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,false_support,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,gold_NOT_ENTITLED,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,gold_REFUTE,29.666666666666668,0.5773502691896257,3,29.6667 +/- 0.5774,not_applicable
opportunity,none,not_applicable,not_applicable,gold_SUPPORT,30.333333333333332,0.5773502691896257,3,30.3333 +/- 0.5774,not_applicable
opportunity,none,not_applicable,not_applicable,mean_entitlement_fail_score,0.07826752795113458,0.005912030765296486,3,0.0783 +/- 0.0059,not_applicable
opportunity,none,not_applicable,not_applicable,mean_entitlement_prob,0.9217324720488654,0.005912030765296485,3,0.9217 +/- 0.0059,not_applicable
opportunity,none,not_applicable,not_applicable,mean_frame_fail_score,0.06240034467644162,0.00485266304371322,3,0.0624 +/- 0.0049,not_applicable
opportunity,none,not_applicable,not_applicable,mean_frame_prob,0.9375996553235583,0.004852663043713189,3,0.9376 +/- 0.0049,not_applicable
opportunity,none,not_applicable,not_applicable,mean_polarity_margin,-0.28115257687038847,0.12165703426711444,3,-0.2812 +/- 0.1217,not_applicable
opportunity,none,not_applicable,not_applicable,mean_polarity_weak_score,0.28115257687038847,0.12165703426711444,3,0.2812 +/- 0.1217,not_applicable
opportunity,none,not_applicable,not_applicable,mean_predicate_coverage_prob,0.9936543726258807,0.002114730939064881,3,0.9937 +/- 0.0021,not_applicable
opportunity,none,not_applicable,not_applicable,mean_predicate_fail_score,0.006345627374119228,0.0021147309390648953,3,0.0063 +/- 0.0021,not_applicable
opportunity,none,not_applicable,not_applicable,mean_sufficiency_fail_score,0.01101952526304457,0.0008633425805929954,3,0.0110 +/- 0.0009,not_applicable
opportunity,none,not_applicable,not_applicable,mean_sufficiency_prob,0.9889804747369554,0.0008633425805930465,3,0.9890 +/- 0.0009,not_applicable
opportunity,none,not_applicable,not_applicable,n,60.0,0.0,3,60.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,not_entitled_recall,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,opportunity_rate,1.0,0.0,3,1.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,pred_NOT_ENTITLED,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,none,not_applicable,not_applicable,pred_REFUTE,29.666666666666668,0.5773502691896257,3,29.6667 +/- 0.5774,not_applicable
opportunity,none,not_applicable,not_applicable,pred_SUPPORT,30.333333333333332,0.5773502691896257,3,30.3333 +/- 0.5774,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,classifier_entitled,60.0,0.0,3,60.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,classifier_error,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,entitled_accuracy,1.0,0.0,3,1.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,false_entitled,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,false_entitled_rate,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,false_refute,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,false_support,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,gold_NOT_ENTITLED,0.0,0.0,3,0.0000 +/- 0.0000,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,gold_REFUTE,29.666666666666668,0.5773502691896257,3,29.6667 +/- 0.5774,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,gold_SUPPORT,30.333333333333332,0.5773502691896257,3,30.3333 +/- 0.5774,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_entitlement_fail_score,0.0747101561890708,0.0029053116787695578,3,0.0747 +/- 0.0029,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_entitlement_prob,0.9252898438109293,0.00290531167876954,3,0.9253 +/- 0.0029,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_frame_fail_score,0.059258349736531574,0.0027558846367518957,3,0.0593 +/- 0.0028,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_frame_prob,0.9407416502634685,0.0027558846367518957,3,0.9407 +/- 0.0028,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_polarity_margin,-0.2758216142654419,0.11755502774618752,3,-0.2758 +/- 0.1176,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_polarity_weak_score,0.2758216142654419,0.11755502774618752,3,0.2758 +/- 0.1176,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_predicate_coverage_prob,0.9945492406686146,0.0009445939155072362,3,0.9945 +/- 0.0009,not_applicable
opportunity,paraphrase,not_applicable,not_applicable,mean_predicate_fail_score,0.0054507593313852945,0.0009445939155072697,3,0.0055 +/- 0.0009,not_applicable
